sales,quantity,profit,label
97.04,2,1.213,0
72.78399999999999,1,-18.195999999999998,0
1.248,3,-1.9344,0
9.708,3,-5.8248,0
27.24,3,2.7239999999999998,0
19.3,5,-14.475,0
208.16,1,56.2032,0
16.74,3,8.0352,0
14.9,5,4.172,0
21.39,1,6.2031,0
200.984,7,62.8075,0
230.37599999999998,3,-48.9549,0
301.96,2,33.2156,0
19.99,1,6.7966,0
6.16,2,2.9568,0
158.368,7,13.8572,0
20.1,3,6.632999999999999,0
73.584,2,8.2782,0
6.48,1,3.1104,0
12.96,2,6.2208,0
53.34,3,16.5354,0
32.96,2,16.1504,0
5.682,1,-3.7880000000000003,0
96.53,7,40.5426,0
51.312,3,17.9592,0
77.88,6,22.5852,0
64.624,7,22.6184,0
95.976,3,-10.7973,0
1.788,3,-3.0396,0
23.92,4,11.7208,0
238.896,6,-26.8758,0
102.36,3,-3.8385,0
36.882,3,-25.8174,0
74.112,8,17.6016,0
27.991999999999997,1,2.0994,0
3.304,1,1.0738,0
339.96,5,67.992,0
41.96,2,10.9096,0
75.96,2,22.788,0
27.24,6,13.3476,0
40.096,14,14.5348,0
4.72,2,1.652,0
23.976,3,7.4925,0
130.464,6,44.0316,0
787.53,3,165.3813,1
157.79399999999998,1,-115.7156,0
47.04,3,18.3456,0
30.84,4,13.878,0
226.56,6,63.4368,0
115.02,9,51.75899999999999,0
68.04,7,19.7316,0
600.558,3,-8.5794,1
617.7,6,-407.68199999999996,1
2.388,2,-1.8308,0
243.99200000000002,7,30.499000000000002,0
81.42399999999999,2,-9.1602,0
238.56,3,26.2416,0
59.97,5,-11.994000000000002,0
78.304,2,29.364,0
21.456,9,6.9732,0
20.04,3,9.6192,0
35.44,1,16.6568,0
11.52,4,3.4560000000000004,0
4.02,2,1.9698,0
76.176,3,26.6616,0
65.88,6,18.4464,0
43.12,14,20.6976,0
82.8,2,10.35,0
8.82,3,2.3814,0
10.86,3,5.1042,0
143.7,3,68.976,0
839.43,3,218.2518,1
671.93,7,20.1579,1
93.88799999999999,4,12.9096,0
384.45,11,103.8015,0
149.97,3,5.9988,0
1951.84,8,585.552,1
171.55,5,80.6285,0
157.92,5,17.766,0
203.18400000000003,2,15.2388,0
58.38,7,26.271,0
105.52,4,48.5392,0
80.88,6,21.0288,0
6.63,3,1.7901,0
457.56800000000004,2,51.4764,0
14.62,2,6.8714,0
944.93,7,236.2325,1
5.98,1,2.6910000000000003,0
54.38399999999999,2,1.3596,0
28.4,5,13.347999999999999,0
27.68,2,9.687999999999999,0
9.936,3,2.7324,0
8159.951999999999,8,-1359.9920000000002,2
275.928,3,-58.6347,0
1740.06,9,-24.858,1
32.064,6,6.8136,0
177.98,5,-453.849,0
143.976,3,8.9985,0
20.94,3,9.8418,0
110.96,2,53.2608,0
340.144,7,21.259,0
52.448,2,-131.12,0
20.16,4,6.5520000000000005,0
97.264,4,-243.16,0
396.80199999999996,7,-11.3372,0
15.88,5,-3.7715,0
3.28,1,1.4104,0
24.816,2,1.8612,0
408.744,7,76.6395,0
503.96,4,131.0296,0
149.95,5,41.986000000000004,0
29.0,2,7.25,0
7.16,2,3.4368,0
176.8,8,22.984,0
37.224000000000004,3,3.7224,0
20.016,3,6.255,0
899.1360000000001,4,112.39200000000001,1
71.76,6,20.0928,0
51.84,8,24.8832,0
626.352,3,46.9764,1
19.9,5,6.567,0
14.28,7,6.7116,0
7.4079999999999995,2,1.2038,0
6.047999999999999,3,1.5876,0
46.26,3,12.0276,0
2.946,2,-2.2586,0
16.055999999999997,3,5.8203,0
21.744,3,6.795,0
218.75,2,-161.875,0
2.6,1,0.2925,0
66.28399999999999,2,-178.9668,0
35.168,7,9.6712,0
444.76800000000003,4,44.4768,0
83.92,4,5.8744,0
131.98,2,35.6346,0
15.92,4,7.4824,0
52.29,9,16.2099,0
91.99,1,3.6796,0
20.8,2,6.5,0
23.68,2,8.88,0
452.45,5,-244.32299999999998,0
62.982,3,-14.6958,0
1188.0,9,-950.4,1
89.584,2,4.4792,0
93.06,6,26.0568,0
302.376,3,22.6782,0
5.584,2,1.8148,0
22.704,6,8.2302,0
19.776,4,-13.8432,0
72.704,4,19.0848,0
479.98800000000006,4,-383.9904,0
27.168000000000003,2,2.7168,0
2.2,1,0.968,0
622.45,5,136.939,1
21.98,1,0.2198,0
161.56799999999998,2,-28.2744,0
389.69599999999997,8,43.8408,0
18.648,7,-12.432,0
233.86,2,-102.04799999999999,0
620.6145,3,-248.2458,1
5.327999999999999,2,-3.552,0
258.072,3,0.0,0
617.976,3,-7.7247,1
10.56,2,4.752,0
25.92,5,9.396,0
419.68,5,-356.728,0
11.687999999999999,3,-4.6752,0
31.984,2,11.1944,0
177.225,5,-120.51299999999999,0
4.044,3,-2.8308,0
7.4079999999999995,2,1.2038,0
2001.86,7,580.5394,1
166.72,2,41.68,0
47.88,6,23.94,0
1503.25,5,496.0725,1
25.92,4,12.4416,0
321.568,2,28.1372,0
7.61,1,3.5767,0
3347.37,13,636.0003,2
80.58,6,22.5624,0
361.92,4,162.864,0
12.132,9,-8.4924,0
82.368,2,-19.5624,0
53.92,5,4.044,0
647.904,6,56.6916,1
20.37,3,6.9258,0
221.55,3,6.6465,0
17.52,5,6.132000000000001,0
1.624,2,-4.466,0
3059.982,3,-509.99699999999996,2
2519.958,7,-251.9958,1
328.224,4,28.7196,0
79.9,2,35.156,0
14.015999999999998,3,4.7304,0
7.56,6,0.3024,0
37.208,1,-7.4416,0
57.576,3,21.590999999999998,0
725.84,4,210.4936,1
209.93,7,92.3692,0
5.28,3,2.3232,0
10.92,3,4.095,0
8.82,2,4.0572,0
5.98,1,1.5548,0
11.648,2,4.0768,0
18.176,4,5.9072,0
59.711999999999996,6,5.9712,0
24.84,3,8.693999999999999,0
2.08,5,-3.432,0
1114.4,7,376.11,1
1038.84,5,51.942,1
141.76,5,47.843999999999994,0
239.8,5,47.96,0
31.104,6,10.8864,0
254.058,7,-169.372,0
194.528,2,24.316,0
961.48,5,-204.3145,1
19.096,7,6.6836,0
18.496,8,6.2424,0
255.984,2,54.3966,0
86.97,3,-48.7032,0
300.416,8,78.8592,0
230.352,3,20.1558,0
218.352,3,-24.5646,0
78.6,5,-62.88,0
27.552,3,9.2988,0
32.4,5,15.552,0
1082.48,8,10.8248,1
56.91,3,27.3168,0
77.6,4,38.024,0
14.28,1,6.5688,0
219.075,3,-131.445,0
26.8,2,12.864,0
9.84,3,2.8536,0
45.48,3,20.9208,0
289.2,6,83.868,0
4.89,1,2.0049,0
15.136,4,3.5948,0
466.76800000000003,2,52.5114,0
15.232000000000001,1,1.7136,0
6.263999999999999,3,2.0358,0
87.54,3,37.6422,0
178.38400000000001,2,22.298000000000002,0
15.552,3,5.4432,0
99.13600000000001,4,8.6744,0
135.882,1,24.1568,0
3991.98,2,1995.99,2
275.94,6,80.0226,0
360.0,4,129.6,0
43.57,1,13.071,0
7.16,2,3.58,0
251.52,6,81.744,0
99.99,1,34.9965,0
15.992,1,0.9995,0
290.89799999999997,3,-67.8762,0
54.224,2,3.389,0
786.7439999999999,4,-258.5016,1
100.24,10,33.830999999999996,0
37.764,6,-27.6936,0
82.8,2,-20.7,0
20.724,2,-13.815999999999999,0
4.896,3,-3.4272,0
4.752,1,1.6038,0
959.9839999999999,2,335.9944,1
14.368,4,4.49,0
7.712000000000001,2,2.7956,0
698.352,3,-17.4588,1
4.96,4,2.3312,0
17.855999999999998,4,1.1159999999999999,0
509.97,10,-407.976,0
30.991999999999997,13,10.0724,0
71.928,12,8.3916,0
88.8,4,-2.22,0
47.976000000000006,3,4.7976,0
7.56,3,3.0996,0
24.56,2,11.5432,0
12.96,2,4.1472,0
6.79,1,2.3086,0
24.56,2,11.5432,0
3.048,1,1.0668,0
49.12,4,23.0864,0
4355.168,4,1415.4296,2
388.704,6,-4.8588,0
8.26,2,3.7996,0
17.04,4,6.9864,0
34.4,5,15.824000000000002,0
36.24,5,11.325,0
647.84,8,168.4384,1
20.7,2,9.936,0
20.7,2,9.936,0
488.64599999999996,3,86.8704,0
5.56,2,1.4456,0
47.12,8,20.7328,0
211.96,4,8.4784,0
23.2,4,10.44,0
7.36,2,0.1472,0
104.79,7,29.3412,0
1043.92,4,271.4192,1
25.92,5,9.396,0
53.424,3,4.6746,0
8.16,5,-5.712000000000001,0
1023.936,8,179.1888,1
9.24,1,0.924,0
479.04,10,-29.94,0
99.13600000000001,4,30.98,0
1488.424,7,-297.6848,1
8.652000000000001,3,-20.3322,0
23.831999999999997,3,2.6811,0
12.175999999999998,4,-18.8728,0
50.96,7,25.48,0
49.536,3,17.3376,0
41.9,2,8.799,0
375.4575,3,-157.0095,0
83.976,3,-1.0497,0
482.34,4,-337.63800000000003,0
2.96,1,0.777,0
2.6239999999999997,1,0.4264,0
23.36,4,7.8839999999999995,0
39.98,2,13.5932,0
246.38400000000001,2,27.7182,0
1799.97,3,701.9883,1
12.462,3,-20.5623,0
75.792,3,25.5798,0
49.96,2,9.4924,0
12.96,2,6.2208,0
70.12,4,21.035999999999998,0
35.952,3,3.5952,0
2396.2656,4,-317.1528,1
131.136,4,-32.784,0
57.583999999999996,2,0.7198,0
9.568,2,3.4684,0
39.071999999999996,6,9.767999999999999,0
35.91,3,9.6957,0
179.95,5,37.7895,0
1199.976,3,434.9913,1
27.15,5,13.3035,0
1004.0239999999999,7,-112.9527,1
9.68,1,4.6464,0
28.35,9,13.607999999999999,0
55.98,1,27.4302,0
1336.829,13,31.4548,1
113.568,2,-18.4548,0
139.86,7,65.7342,0
307.13599999999997,4,26.8744,0
95.92,8,25.8984,0
383.8,5,38.38,0
5.78,1,2.8322,0
9.32,4,2.7028,0
15.25,1,7.015,0
196.752,6,56.5662,0
56.56,4,14.7056,0
32.7,3,8.502,0
866.4,4,225.264,1
28.4,2,11.075999999999999,0
287.92,8,138.2016,0
69.99,1,30.0957,0
6.672000000000001,6,0.5004,0
189.588,2,-145.3508,0
408.744,7,76.6395,0
291.96,5,54.7425,0
4.768,2,-0.7748,0
714.3,5,207.14700000000002,1
4.812,2,-3.6892,0
247.8,5,-18.585,0
1007.9789999999999,3,43.1991,1
313.488,7,113.6394,0
31.872,8,11.5536,0
207.84599999999998,3,2.3094,0
12.22,1,3.6660000000000004,0
194.94,3,23.3928,0
70.95,3,20.5755,0
91.36,4,42.0256,0
242.94,3,29.1528,0
22.05,7,10.584000000000001,0
2.91,1,1.3677,0
59.52,3,15.4752,0
161.94,3,9.7164,0
263.88,6,71.2476,0
30.48,3,7.9248,0
9.84,3,2.8536,0
35.12,4,9.1312,0
284.36400000000003,2,-75.8304,0
665.408,2,66.5408,1
63.88,4,24.9132,0
129.56799999999998,2,-24.294,0
747.558,3,-96.1146,1
8.927999999999999,2,3.3480000000000003,0
103.92,4,36.372,0
899.91,9,377.9622,1
51.312,3,18.6006,0
23.56,5,7.068,0
1272.63,6,-814.4832,1
28.485,5,-20.889,0
185.37599999999998,2,-34.758,0
78.27199999999999,2,5.8704,0
254.74400000000003,7,-312.0614,0
205.3328,2,-36.2352,0
4.788,3,-7.9002,0
55.48,1,26.6304,0
340.92,3,3.4092,0
222.666,2,10.4784,0
703.9680000000001,4,87.99600000000001,1
92.52,6,24.9804,0
62.65,7,28.819000000000003,0
94.85,5,45.528,0
95.76,6,7.182,0
40.2,3,19.296,0
14.7,5,6.615,0
704.25,5,84.51,1
9.09,3,1.9089,0
5.96,2,1.6688,0
159.98,2,57.5928,0
29.6,2,14.8,0
514.165,5,-30.245,0
279.96,5,17.4975,0
2735.952,6,341.994,2
7.992000000000001,1,0.5994,0
63.983999999999995,2,10.3974,0
70.368,2,6.1572,0
449.15,5,8.982999999999999,0
11.07,3,5.0922,0
93.98,2,13.1572,0
189.882,3,-94.941,0
105.42,2,51.6558,0
119.616,8,40.3704,0
255.76,4,81.8432,0
241.56799999999998,2,18.1176,0
69.3,9,22.869,0
22.62,2,-15.08,0
14.952,2,-11.9616,0
801.568,2,50.098,1
2.376,3,-1.9008,0
32.792,1,11.8871,0
15.92,5,5.372999999999999,0
2.74,1,0.7398,0
8.34,3,2.1684,0
46.74,3,11.685,0
6354.95,5,3177.475,2
126.3,3,40.416,0
38.04,2,12.1728,0
7.152,3,0.7152,0
6.63,3,1.7901,0
5.88,2,1.7052,0
2999.95,5,1379.977,2
51.45,3,13.8915,0
11.96,2,5.382000000000001,0
1126.02,3,56.301,1
18.392,1,5.2877,0
129.56799999999998,2,-25.9136,0
14.112,9,-21.168000000000003,0
210.98,2,21.098000000000003,0
55.176,3,-12.4146,0
66.26,2,27.1666,0
22.2,5,10.434000000000001,0
683.952,3,42.747,1
45.696000000000005,3,5.1408,0
36.336,3,-7.2672,0
666.248,1,-149.9058,1
52.512,6,19.692,0
190.72,1,11.92,0
47.94,3,2.397,0
979.95,5,274.38599999999997,1
22.75,5,11.375,0
16.768,2,1.4672,0
42.61600000000001,7,-68.1856,0
10.752,4,3.36,0
152.94,3,41.2938,0
283.92,4,70.98,0
468.9,6,206.31599999999997,0
380.86400000000003,8,38.0864,0
646.776,9,-145.5246,1
58.111999999999995,2,7.263999999999999,0
100.792,1,6.2995,0
66.112,4,-84.2928,0
41.28,6,13.932,0
13.36,2,6.4128,0
250.27200000000002,9,15.642000000000001,0
11.364,3,-17.046,0
8.72,5,-1.744,0
1121.568,2,0.0,1
34.504,1,6.0382,0
10.824000000000002,3,2.5707,0
1295.78,2,310.9872,1
19.456,4,3.4048,0
20.7,2,9.936,0
1335.68,4,-217.048,1
32.4,5,15.552,0
42.6,3,16.614,0
84.056,7,27.3182,0
13.0,5,1.3,0
13.128,3,3.7743,0
3.96,2,0.0,0
2.61,1,1.2006,0
374.376,3,46.797,0
91.84,8,45.0016,0
81.08800000000001,7,27.3672,0
19.44,3,9.3312,0
451.152,3,0.0,0
72.45,7,34.775999999999996,0
13.96,4,6.4216,0
33.264,7,11.2266,0
14.85,3,4.0095,0
8.82,3,2.3814,0
160.72,14,78.7528,0
19.92,4,9.7608,0
7.3,2,2.19,0
69.712,2,8.714,0
8.792,1,-5.7148,0
51.52,4,1.5456,0
470.376,3,52.9173,0
105.584,2,9.2386,0
31.151999999999997,3,3.5046,0
6.7829999999999995,7,-4.7481,0
406.36800000000005,4,30.4776,0
70.98,1,4.9686,0
294.93,3,144.5157,0
84.78399999999999,2,-20.1362,0
20.736,4,7.2576,0
16.820999999999998,3,-12.8961,0
10.368,2,3.6288,0
9.344,2,1.168,0
31.2,3,9.75,0
76.12,2,22.0748,0
1199.976,3,434.9913,1
445.96,5,55.745,0
327.76,8,91.7728,0
11.632,2,1.0178,0
143.982,3,-28.7964,0
494.376,4,-115.3544,0
5.84,2,0.73,0
142.776,1,17.847,0
45.696000000000005,3,5.1408,0
7.218,3,-5.5338,0
43.188,4,-31.6712,0
131.904,3,47.8152,0
3.282,2,-2.6256,0
21.168000000000003,9,2.3814,0
55.188,2,-10.1178,0
369.57599999999996,3,41.5773,0
15.712,4,5.6956,0
8.448,2,2.64,0
728.946,9,-157.9383,1
119.94,10,15.992,0
3.648,2,-2.7968,0
40.48,2,15.7872,0
9.94,2,3.0814,0
107.42399999999999,9,33.57,0
37.91,1,10.9939,0
88.02,3,27.2862,0
8.69,5,-14.773,0
301.96,2,87.5684,0
555.21,5,178.90099999999998,1
523.48,4,130.87,0
161.82,9,46.9278,0
35.56,7,12.0904,0
97.16,2,28.1764,0
15.24,5,5.1435,0
13.23,3,6.0858,0
243.38400000000001,3,-51.7191,0
119.8,5,29.95,0
300.768,4,30.0768,0
17.88,3,2.4585,0
235.94400000000002,3,85.5297,0
392.94,3,43.2234,0
18.882,3,-13.8468,0
122.32799999999999,3,12.2328,0
1049.2,5,272.79200000000003,1
15.424000000000001,4,5.0128,0
18.84,3,6.0288,0
330.4,2,85.904,0
26.25,7,12.6,0
132.52,4,54.3332,0
6.48,1,3.1752,0
209.3,2,56.511,0
31.56,5,9.8625,0
30.144000000000002,2,3.0144,0
14.8,4,6.068,0
302.376,3,22.6782,0
316.0,4,31.6,0
379.4,10,178.31799999999998,0
97.82,2,45.9754,0
103.12,8,10.312000000000001,0
113.552,2,8.5164,0
3.318,2,-2.6544,0
134.28799999999998,2,45.3222,0
701.372,2,-50.098,1
2.3080000000000003,2,-3.4619999999999997,0
999.432,7,124.929,1
724.08,14,-135.765,1
918.785,5,-118.1295,1
2.7239999999999998,3,-4.2222,0
459.95,5,18.398,0
10.74,3,5.2626,0
23.76,3,2.079,0
85.056,3,28.7064,0
381.57599999999996,3,28.6182,0
30.36,5,8.7285,0
23.976,3,-14.3856,0
108.925,1,-71.8905,0
36.352,8,11.36,0
19.56,5,1.7115,0
61.44,3,16.5888,0
38.9,5,17.505,0
99.39,3,40.7499,0
2.688,3,-7.392,0
27.816,3,4.5201,0
82.524,3,-41.262,0
182.99400000000003,3,-320.2395,0
14.352,3,4.6644,0
64.96,2,2.5984,0
68.6,4,18.522000000000002,0
7999.98,4,-3839.9904,2
167.44,2,14.651,0
479.97,3,163.1898,0
14.62,2,6.8714,0
19.44,3,9.3312,0
191.984,2,4.7996,0
104.01,1,14.5614,0
284.82,1,74.0532,0
36.84,3,10.3152,0
166.24,1,24.936,0
33.4,5,16.032,0
198.27200000000002,8,17.3488,0
47.36,4,17.76,0
200.984,7,62.8075,0
97.696,4,31.7512,0
2.696,1,0.8088,0
18.588,2,-13.6312,0
4.896,3,-3.4272,0
15.072000000000001,3,4.1448,0
209.88,3,35.6796,0
369.912,3,-13.8717,0
10.368,2,3.6288,0
166.84,5,18.7695,0
15.216,1,2.2824,0
119.96,4,52.7824,0
883.92,5,-110.49,1
46.72,8,15.767999999999999,0
55.48,1,26.6304,0
24.448,4,8.8624,0
281.34,6,109.7226,0
307.98,2,89.3142,0
299.97,3,113.9886,0
19.92,5,6.972,0
9.94,2,3.0814,0
103.056,3,24.4758,0
59.808,3,19.4376,0
73.32,6,21.996,0
146.82,3,73.41,0
1652.94,3,231.4116,1
296.37,3,80.0199,0
129.92,5,21.112,0
45.583999999999996,7,5.1282,0
17.567999999999998,2,6.3684,0
55.992,1,5.5992,0
182.72,8,84.0512,0
400.032,2,-153.3456,0
33.63,3,10.089,0
542.646,3,102.4998,0
6.3,2,3.0239999999999996,0
242.94,3,9.7176,0
179.97,3,86.3856,0
99.696,6,33.6474,0
27.936,4,9.4284,0
84.98,1,18.6956,0
18.72,5,6.5520000000000005,0
49.98,2,8.4966,0
11.784,3,4.2717,0
272.736,3,-64.7748,0
3.54,2,-5.487,0
51.52,5,-10.948,0
3.528,1,1.1466,0
4.624,1,1.6762,0
55.168,4,6.2064,0
567.12,10,-28.355999999999998,0
359.32,4,7.1864,0
11.992,1,0.8994,0
58.05,3,26.703000000000003,0
157.74,11,56.7864,0
56.98,7,22.791999999999998,0
2.88,1,1.4112,0
1199.976,3,374.9925,1
79.92,4,28.7712,0
383.43800000000005,4,-167.3184,0
24.56,2,6.8768,0
119.8,4,47.92,0
13.128,3,4.2666,0
22.72,4,10.224,0
58.32,9,27.9936,0
12.39,3,5.6994,0
107.98200000000001,3,-26.9955,0
11.36,2,5.3392,0
50.94,3,25.47,0
646.74,6,258.69599999999997,1
5.64,3,2.7072,0
572.58,6,34.3548,1
310.88,2,23.316,0
641.96,2,179.7488,1
18.28,2,9.14,0
207.0,3,51.75,0
32.35,5,16.175,0
7.71,1,3.4695,0
40.3,2,10.880999999999998,0
34.58,7,14.5236,0
32.76,7,3.6855,0
544.008,3,40.8006,0
59.94,3,28.1718,0
23.92,4,11.7208,0
4.28,1,1.926,0
32.07,5,-22.449,0
24.0,2,-2.7,0
35.49,1,-15.6156,0
47.983999999999995,2,0.5998,0
186.69,3,87.7443,0
17.456,2,5.8914,0
348.92800000000005,2,34.8928,0
143.96,4,69.1008,0
15.42,1,4.1634,0
43.04,8,21.0896,0
332.94,3,79.9056,0
1363.96,5,85.2475,1
9.96,2,4.5816,0
21.72,4,10.6428,0
20.16,7,9.8784,0
132.79,7,63.7392,0
12.96,2,6.2208,0
21.56,7,10.3488,0
283.92,5,17.745,0
22.23,1,7.3359,0
215.968,2,18.8972,0
355.32,9,99.4896,0
12.96,2,6.2208,0
18.28,2,6.2152,0
43.176,3,4.3176,0
1983.9679999999998,4,247.99599999999998,1
28.4,2,11.075999999999999,0
149.97,3,50.9898,0
11.52,4,3.2256,0
1298.55,5,311.652,1
213.92,4,62.0368,0
25.78,2,2.5780000000000003,0
18.28,2,6.2152,0
1399.93,7,601.9699,1
51.84,8,24.8832,0
5.343999999999999,1,1.8704,0
41.472,8,14.5152,0
3.168,3,-2.4288,0
1228.465,5,0.0,1
31.086,3,-22.7964,0
335.52,4,117.432,0
239.97,3,71.991,0
9.82,2,4.8118,0
67.8,4,4.0680000000000005,0
167.97,3,40.3128,0
35.0,7,16.8,0
37.24,4,10.7996,0
15.28,2,7.4872,0
301.96,2,90.588,0
180.66,3,50.5848,0
191.98,2,51.8346,0
65.99,1,17.1574,0
35.216,2,2.6412,0
23.695999999999998,2,6.5164,0
265.475,1,-111.4995,0
51.184,4,-79.3352,0
9.664,2,3.2616,0
21.072,3,1.5804,0
60.45,3,16.3215,0
11.52,4,3.3408,0
186.048,4,9.3024,0
37.44,4,11.7,0
26.976,4,8.7672,0
11.36,2,3.2944,0
14.62,2,6.8714,0
83.72,7,23.4416,0
287.94,3,77.7438,0
48.896,4,8.5568,0
115.36,7,49.6048,0
5.16,2,1.3416,0
38.88,6,18.6624,0
185.88,6,50.1876,0
44.46,2,14.6718,0
242.94,3,9.7176,0
39.96,2,18.7812,0
102.3,10,26.598000000000003,0
21.36,2,5.7672,0
7.61,1,3.5767,0
7.16,2,3.58,0
7.36,2,0.1472,0
23.1,2,10.626,0
191.472,6,40.6878,0
5.247999999999999,2,0.5904,0
59.184,2,5.1786,0
2.89,1,1.3583,0
51.94,1,21.2954,0
15.936,4,5.1792,0
44.91,6,-35.928000000000004,0
1141.47,5,-760.98,1
280.782,3,-46.797,0
34.44,3,17.22,0
11.36,2,5.2256,0
106.344,7,37.2204,0
192.16,5,67.256,0
322.59,3,64.518,0
29.99,1,13.1956,0
371.97,3,66.9546,0
5.892,4,-4.1244,0
68.472,3,23.1093,0
1242.9,5,262.39,1
30.84,2,8.3268,0
13.48,4,5.9312,0
31.4,5,10.048,0
17.46,2,5.9364,0
13.944,3,4.5318,0
83.76,12,1.6752,0
37.66,7,18.4534,0
34.68,6,16.9932,0
149.95,5,14.995,0
51.312,3,18.6006,0
4.54,1,2.043,0
15.92,4,5.4128,0
543.92,8,135.98,0
155.82,7,42.0714,0
70.008,3,24.5028,0
15.648,2,5.0856,0
103.6,7,51.8,0
46.96,8,22.5408,0
8.904,2,-6.5296,0
10.44,5,3.3930000000000002,0
18.336,4,-32.088,0
323.976,3,20.2485,0
20.04,3,9.6192,0
64.96,2,2.5984,0
12.96,2,6.2208,0
323.13599999999997,4,12.1176,0
90.93,7,2.7279,0
52.776,3,19.791,0
1199.8,4,323.94599999999997,1
1928.78,7,829.3754,1
352.38,2,81.0474,0
22.2,6,9.102,0
46.94,1,19.2454,0
143.73,9,56.0547,0
99.91799999999999,2,-18.5562,0
797.944,4,-56.996,1
8.568,3,-14.5656,0
149.352,3,50.4063,0
12.992,1,-0.812,0
24.56,2,6.8768,0
85.14,3,34.9074,0
21.99,1,10.5552,0
406.6,5,113.848,0
841.568,2,294.5488,1
15.552,3,5.4432,0
252.0,5,53.55,0
46.2,4,12.936,0
28.84,2,9.5172,0
14.592,3,2.5536,0
89.85600000000001,3,21.3408,0
13.872,3,5.0286,0
12.192,3,4.1148,0
45.056000000000004,8,15.2064,0
29.718000000000004,6,-21.7932,0
15.552,3,5.4432,0
447.69599999999997,2,33.5772,0
159.99,1,54.3966,0
12.96,2,6.2208,0
134.48,4,34.9648,0
17.12,2,8.0464,0
6.096,2,2.2098,0
1114.272,4,41.7852,1
32.4,5,15.552,0
540.57,3,140.5482,0
167.76,5,62.91,0
393.165,3,-204.4458,0
516.488,7,-12.9122,0
1007.232,6,75.5424,1
2065.32,12,-619.596,1
15.552,3,5.4432,0
25.344,6,7.92,0
25.471999999999998,4,7.6416,0
27.168000000000003,2,2.7168,0
78.8528,2,-11.595999999999998,0
173.8,5,43.45,0
29.592,1,2.5893,0
4.752,2,-3.168,0
15.552,3,5.6376,0
204.6,2,53.196000000000005,0
321.568,2,28.1372,0
6.24,2,3.0576,0
21.88,2,10.94,0
4.6080000000000005,2,1.6704,0
9.82,2,4.8118,0
35.97,3,9.7119,0
12.96,2,6.2208,0
191.6,4,91.96799999999999,0
8.64,3,4.2336,0
501.81,3,0.0,0
127.104,6,28.5984,0
124.2,3,-31.05,0
18.588,2,-13.6312,0
30.072,3,10.1493,0
160.93,7,3.2186,0
75.792,3,25.5798,0
1.08,2,-0.792,0
3059.982,2,679.9960000000001,2
3.282,2,-2.6256,0
34.02,3,16.6698,0
599.2919999999999,6,93.2232,1
3.392,1,0.8056,0
559.984,2,55.9984,0
603.92,5,75.49,1
7.968,2,2.5896,0
27.968000000000004,4,9.4392,0
336.51,3,44.868,0
1.112,2,-1.8904,0
520.05,5,72.807,0
17.97,3,5.2113,0
1166.92,5,131.2785,1
14.624,2,5.484,0
10.23,3,4.9104,0
154.9,5,69.705,0
2715.93,7,1276.4871,2
617.97,3,173.0316,1
10.67,1,4.9082,0
36.63,3,9.8901,0
24.1,5,9.158,0
33.11,7,12.9129,0
44.02,2,11.4452,0
2309.65,7,762.1845,1
1090.782,7,-290.8752,1
19.44,3,9.3312,0
484.65,3,92.0835,0
115.296,3,40.3536,0
7.08,3,2.478,0
4.401,3,-3.5208,0
44.75,5,20.585,0
95.984,2,5.999,0
151.72,4,27.3096,0
155.25,3,46.575,0
14.03,1,4.0687,0
1618.37,13,356.0414,1
