order_id,order_date,customer_id,segment,category,sub_category,sales,quantity,profit
CA-2015-115742,4/18/2015,DP-13000,Consumer,Office Supplies,Labels,75.18,6,"353.346,00"
CA-2015-115742,4/18/2015,DP-13000,Consumer,Furniture,Furnishings,6.16,2,"2.800.712,00"
CA-2015-115742,4/18/2015,DP-13000,Consumer,Furniture,Chairs,89.99,1,"170.981,00"
CA-2016-105816,12/11/2016,JM-15265,Corporate,Office Supplies,Fasteners,15.26,7,"243.405,00"
CA-2016-105816,12/11/2016,JM-15265,Corporate,Technology,Phones,1029.95,5,"2.986.855,00"
CA-2016-111682,6/17/2016,TB-21055,Consumer,Office Supplies,Storage,208.56,6,52.14
CA-2016-111682,6/17/2016,TB-21055,Consumer,Office Supplies,Paper,32.4,5,"15.552,00"
CA-2016-111682,6/17/2016,TB-21055,Consumer,Furniture,Chairs,319.41,5,"7.098,00"
CA-2016-111682,6/17/2016,TB-21055,Consumer,Office Supplies,Paper,14.56,2,"2.917.711,00"
CA-2016-111682,6/17/2016,TB-21055,Consumer,Technology,Accessories,"30,00",2,"44.258,00"
CA-2016-111682,6/17/2016,TB-21055,Consumer,Office Supplies,Binders,48.48,4,"16.362,00"
CA-2016-111682,6/17/2016,TB-21055,Consumer,Office Supplies,Art,1.68,1,0.84
CA-2015-135545,11/24/2015,KM-16720,Consumer,Technology,Accessories,13.98,2,"-141.561,00"
CA-2015-135545,11/24/2015,KM-16720,Consumer,Office Supplies,Binders,"25.824,00",6,"625.541,00"
CA-2015-135545,11/24/2015,KM-16720,Consumer,Office Supplies,Paper,146.73,3,"689.631,00"
CA-2015-135545,11/24/2015,KM-16720,Consumer,Furniture,Furnishings,79.76,4,"223.328,00"
US-2015-164175,4/30/2015,PS-18970,Home Office,Furniture,Chairs,"213.115,00",5,"-152.225,00"
CA-2014-106376,12/5/2014,BS-11590,Corporate,Office Supplies,Art,"1.113.024,00",8,"1.113.024,00"
CA-2014-106376,12/5/2014,BS-11590,Corporate,Technology,Phones,"167.968,00",4,"62.988,00"
CA-2016-119823,6/4/2016,KD-16270,Consumer,Office Supplies,Paper,75.88,2,"356.636,00"
CA-2016-106075,9/18/2016,HM-14980,Consumer,Office Supplies,Binders,"4.616,00",1,"1.731,00"
CA-2017-114440,9/14/2017,TB-21520,Consumer,Office Supplies,Paper,"44.335,00",3,"8.763,00"
US-2015-134026,4/26/2015,JE-15745,Consumer,Furniture,Chairs,"831.936,00",8,"-1.143.912,00"
US-2015-134026,4/26/2015,JE-15745,Consumer,Furniture,Furnishings,97.04,2,"1.213,00"
US-2015-134026,4/26/2015,JE-15745,Consumer,Office Supplies,Storage,"72.784,00",1,"-18.196,00"
US-2017-118038,12/9/2017,KB-16600,Corporate,Office Supplies,Binders,"1.248,00",3,"-19.344,00"
US-2017-118038,12/9/2017,KB-16600,Corporate,Furniture,Furnishings,"9.708,00",3,"-58.248,00"
US-2017-118038,12/9/2017,KB-16600,Corporate,Office Supplies,Storage,27.24,3,"2.724,00"
US-2014-147606,11/26/2014,JE-15745,Consumer,Furniture,Furnishings,"44.274,00",5,"-14.475,00"
CA-2016-127208,6/12/2016,SC-20770,Corporate,Office Supplies,Appliances,208.16,1,"562.032,00"
CA-2016-127208,6/12/2016,SC-20770,Corporate,Office Supplies,Binders,16.74,3,"-565.181,00"
CA-2014-139451,10/12/2014,DN-13690,Consumer,Office Supplies,Art,"44.453,00",5,"4.172,00"
CA-2014-139451,10/12/2014,DN-13690,Consumer,Office Supplies,Storage,21.39,1,"48.000,00"
CA-2015-149734,9/3/2015,JC-16105,Corporate,Office Supplies,Envelopes,"200.984,00",7,"628.075,00"
US-2017-119662,11/13/2017,CS-12400,Home Office,Office Supplies,Storage,"230.376,00",3,"-489.549,00"
CA-2017-140088,5/28/2017,PO-18865,Consumer,Furniture,Chairs,301.96,2,"332.156,00"
CA-2017-155558,10/26/2017,PG-18895,Consumer,Technology,Accessories,19.99,1,"2.215.714,00"
CA-2017-155558,10/26/2017,PG-18895,Consumer,Office Supplies,Labels,6.16,2,"2.800.712,00"
CA-2016-159695,4/5/2016,GM-14455,Home Office,Office Supplies,Storage,"158.368,00",7,"138.572,00"
CA-2016-109806,9/17/2016,JS-15685,Corporate,Office Supplies,Art,"44.216,00",3,"6.633,00"
CA-2016-109806,9/17/2016,JS-15685,Corporate,Technology,Phones,"73.584,00",2,"322.358,00"
CA-2016-109806,9/17/2016,JS-15685,Corporate,Office Supplies,Paper,6.48,1,"-290.672,00"
CA-2015-149587,1/31/2015,KB-16315,Consumer,Office Supplies,Paper,12.96,2,"112.648,00"
CA-2015-149587,1/31/2015,KB-16315,Consumer,Furniture,Furnishings,53.34,3,"165.354,00"
CA-2015-149587,1/31/2015,KB-16315,Consumer,Office Supplies,Binders,32.96,2,"161.504,00"
US-2017-109484,11/6/2017,RB-19705,Home Office,Office Supplies,Binders,"5.682,00",1,"-3.788,00"
CA-2017-161018,11/9/2017,PN-18775,Home Office,Furniture,Furnishings,96.53,7,"405.426,00"
CA-2017-157833,6/17/2017,KD-16345,Consumer,Office Supplies,Binders,"51.312,00",3,"179.592,00"
CA-2016-149223,9/6/2016,ER-13855,Corporate,Office Supplies,Appliances,77.88,6,"225.852,00"
CA-2016-158568,8/29/2016,RB-19465,Home Office,Office Supplies,Paper,"64.624,00",7,"226.184,00"
CA-2016-158568,8/29/2016,RB-19465,Home Office,Technology,Accessories,"95.976,00",3,"-107.973,00"
CA-2016-158568,8/29/2016,RB-19465,Home Office,Office Supplies,Binders,"1.788,00",3,"-30.396,00"
CA-2016-129903,12/1/2016,GZ-14470,Consumer,Office Supplies,Paper,23.92,4,"1.939.014,00"
US-2015-156867,11/13/2015,LC-16870,Consumer,Technology,Accessories,"238.896,00",6,"-268.758,00"
US-2015-156867,11/13/2015,LC-16870,Consumer,Furniture,Furnishings,102.36,3,"-38.385,00"
US-2015-156867,11/13/2015,LC-16870,Consumer,Office Supplies,Binders,"36.882,00",3,"-258.174,00"
CA-2017-119004,11/23/2017,JM-15250,Consumer,Technology,Accessories,"74.112,00",8,"176.016,00"
CA-2017-119004,11/23/2017,JM-15250,Consumer,Technology,Phones,"27.992,00",1,"-330.876,00"
CA-2017-119004,11/23/2017,JM-15250,Consumer,Office Supplies,Art,"3.304,00",1,"-424.410,00"
CA-2015-129476,10/15/2015,PA-19060,Home Office,Technology,Accessories,339.96,5,"67.992,00"
CA-2017-146780,12/25/2017,CV-12805,Corporate,Furniture,Furnishings,41.96,2,"2.628.561,00"
CA-2016-128867,11/3/2016,CL-12565,Consumer,Office Supplies,Art,75.96,2,"22.788,00"
CA-2016-128867,11/3/2016,CL-12565,Consumer,Office Supplies,Binders,27.24,6,"133.476,00"
CA-2014-115259,8/25/2014,RC-19960,Consumer,Office Supplies,Fasteners,"40.096,00",14,"145.348,00"
CA-2014-115259,8/25/2014,RC-19960,Consumer,Office Supplies,Envelopes,4.72,2,"1.652,00"
CA-2014-115259,8/25/2014,RC-19960,Consumer,Office Supplies,Paper,"23.976,00",3,"1.105.042,00"
CA-2014-115259,8/25/2014,RC-19960,Consumer,Office Supplies,Envelopes,"130.464,00",6,"440.316,00"
CA-2015-110457,3/2/2015,DK-13090,Consumer,Furniture,Tables,787.53,3,"1.653.813,00"
US-2015-136476,4/5/2015,GG-14650,Corporate,Office Supplies,Binders,"157.794,00",1,"-1.157.156,00"
CA-2016-103730,6/12/2016,SC-20725,Consumer,Furniture,Furnishings,47.04,3,"183.456,00"
CA-2016-103730,6/12/2016,SC-20725,Consumer,Office Supplies,Binders,30.84,4,"13.878,00"
CA-2016-103730,6/12/2016,SC-20725,Consumer,Office Supplies,Storage,226.56,6,"634.368,00"
CA-2016-103730,6/12/2016,SC-20725,Consumer,Office Supplies,Envelopes,115.02,9,"51.759,00"
CA-2016-103730,6/12/2016,SC-20725,Consumer,Technology,Phones,68.04,7,"197.316,00"
US-2014-152030,12/26/2014,AD-10180,Home Office,Furniture,Chairs,"600.558,00",3,"-85.794,00"
US-2014-134614,9/20/2014,PF-19165,Consumer,Furniture,Tables,617.7,6,"-407.682,00"
US-2017-107272,11/5/2017,TS-21610,Consumer,Office Supplies,Binders,"2.388,00",2,"-18.308,00"
US-2017-107272,11/5/2017,TS-21610,Consumer,Office Supplies,Storage,"243.992,00",7,"30.499,00"
US-2016-125969,11/6/2016,LS-16975,Home Office,Furniture,Chairs,"81.424,00",2,"-91.602,00"
US-2016-125969,11/6/2016,LS-16975,Home Office,Furniture,Furnishings,238.56,3,"262.416,00"
US-2017-164147,2/2/2017,DW-13585,Corporate,Technology,Phones,59.97,5,"-11.994,00"
US-2017-164147,2/2/2017,DW-13585,Corporate,Office Supplies,Paper,"78.304,00",2,"29.364,00"
US-2017-164147,2/2/2017,DW-13585,Corporate,Office Supplies,Fasteners,"21.456,00",9,"2.860.733,00"
CA-2016-145583,10/13/2016,LC-16885,Consumer,Office Supplies,Paper,"44.306,00",3,"1.567.867,00"
CA-2016-145583,10/13/2016,LC-16885,Consumer,Office Supplies,Paper,35.44,1,"166.568,00"
CA-2016-145583,10/13/2016,LC-16885,Consumer,Office Supplies,Art,11.52,4,"3.456,00"
CA-2016-145583,10/13/2016,LC-16885,Consumer,Office Supplies,Fasteners,"44.231,00",2,"2.848.164,00"
CA-2016-145583,10/13/2016,LC-16885,Consumer,Office Supplies,Binders,"76.176,00",3,"266.616,00"
CA-2016-145583,10/13/2016,LC-16885,Consumer,Office Supplies,Supplies,65.88,6,"184.464,00"
CA-2016-145583,10/13/2016,LC-16885,Consumer,Furniture,Furnishings,43.12,14,"206.976,00"
CA-2016-110366,9/5/2016,JD-15895,Corporate,Furniture,Furnishings,82.8,2,10.35
CA-2017-106180,9/18/2017,SH-19975,Corporate,Office Supplies,Art,8.82,3,"699.107,00"
CA-2017-106180,9/18/2017,SH-19975,Corporate,Office Supplies,Envelopes,10.86,3,"-313.256,00"
CA-2017-106180,9/18/2017,SH-19975,Corporate,Office Supplies,Paper,143.7,3,"68.976,00"
CA-2017-155376,12/22/2017,SG-20080,Consumer,Office Supplies,Appliances,839.43,3,"2.182.518,00"
CA-2015-110744,9/7/2015,HA-14920,Consumer,Office Supplies,Storage,671.93,7,"201.579,00"
CA-2014-110072,10/22/2014,MG-17680,Home Office,Furniture,Furnishings,"93.888,00",4,"2.628.622,00"
CA-2016-114489,12/5/2016,JE-16165,Corporate,Technology,Phones,384.45,11,"1.038.015,00"
CA-2016-114489,12/5/2016,JE-16165,Corporate,Technology,Phones,149.97,3,"2.954.204,00"
CA-2016-114489,12/5/2016,JE-16165,Corporate,Furniture,Chairs,1951.84,8,"585.552,00"
CA-2016-114489,12/5/2016,JE-16165,Corporate,Office Supplies,Binders,171.55,5,"806.285,00"
CA-2016-158834,3/13/2016,TW-21025,Home Office,Office Supplies,Appliances,157.92,5,"17.766,00"
CA-2016-158834,3/13/2016,TW-21025,Home Office,Technology,Phones,"203.184,00",2,"152.388,00"
CA-2015-124919,5/31/2015,SP-20650,Corporate,Office Supplies,Paper,58.38,7,"26.271,00"
CA-2015-124919,5/31/2015,SP-20650,Corporate,Office Supplies,Paper,105.52,4,"485.392,00"
CA-2015-124919,5/31/2015,SP-20650,Corporate,Office Supplies,Storage,80.88,6,"210.288,00"
CA-2015-118948,5/28/2015,NK-18490,Home Office,Office Supplies,Art,6.63,3,"2.191.822,00"
CA-2014-104269,3/1/2014,DB-13060,Consumer,Furniture,Chairs,"457.568,00",2,"514.764,00"
CA-2016-114104,11/20/2016,NP-18670,Consumer,Office Supplies,Labels,14.62,2,"2.488.915,00"
CA-2016-114104,11/20/2016,NP-18670,Consumer,Technology,Phones,944.93,7,"2.362.325,00"
CA-2016-162733,5/11/2016,TT-21070,Consumer,Office Supplies,Paper,5.98,1,"2.691,00"
CA-2015-119697,12/28/2015,EM-13960,Consumer,Technology,Accessories,"54.384,00",2,"619.453,00"
CA-2016-154508,11/16/2016,RD-19900,Consumer,Office Supplies,Envelopes,"44.314,00",5,"13.348,00"
CA-2016-113817,11/7/2016,MJ-17740,Consumer,Office Supplies,Binders,27.68,2,"9.688,00"
CA-2014-139892,9/8/2014,BM-11140,Consumer,Office Supplies,Art,"9.936,00",3,"1.981.108,00"
CA-2014-139892,9/8/2014,BM-11140,Consumer,Technology,Machines,"8.159.952,00",8,"-1.359.992,00"
CA-2014-139892,9/8/2014,BM-11140,Consumer,Office Supplies,Storage,"275.928,00",3,"-586.347,00"
CA-2014-139892,9/8/2014,BM-11140,Consumer,Furniture,Chairs,"-58.285,00",9,"-24.858,00"
CA-2014-139892,9/8/2014,BM-11140,Consumer,Office Supplies,Art,"32.064,00",6,"2.277.806,00"
CA-2014-139892,9/8/2014,BM-11140,Consumer,Office Supplies,Appliances,177.98,5,"-453.849,00"
CA-2014-139892,9/8/2014,BM-11140,Consumer,Technology,Phones,"143.976,00",3,"2.953.200,00"
CA-2014-118962,8/5/2014,CS-12130,Consumer,Office Supplies,Paper,20.94,3,"2.380.896,00"
CA-2014-118962,8/5/2014,CS-12130,Consumer,Office Supplies,Paper,110.96,2,"532.608,00"
CA-2014-118962,8/5/2014,CS-12130,Consumer,Furniture,Chairs,"340.144,00",7,"21.259,00"
US-2014-100853,9/14/2014,JB-15400,Corporate,Office Supplies,Appliances,"52.448,00",2,-131.12
US-2014-100853,9/14/2014,JB-15400,Corporate,Office Supplies,Labels,20.16,4,"6.552,00"
US-2017-152366,4/21/2017,SJ-20500,Consumer,Office Supplies,Appliances,"97.264,00",4,-243.16
US-2015-101511,11/21/2015,JE-15745,Consumer,Furniture,Chairs,"396.802,00",7,"-113.372,00"
US-2015-101511,11/21/2015,JE-15745,Consumer,Office Supplies,Supplies,15.88,5,"-37.715,00"
CA-2015-137225,12/15/2015,JK-15640,Home Office,Office Supplies,Art,3.28,1,"804.996,00"
CA-2014-166191,12/5/2014,DK-13150,Corporate,Office Supplies,Storage,"24.816,00",2,"2.451.509,00"
CA-2014-166191,12/5/2014,DK-13150,Corporate,Technology,Accessories,"408.744,00",7,"766.395,00"
CA-2014-158274,11/19/2014,RM-19675,Home Office,Technology,Phones,503.96,4,"1.310.296,00"
CA-2014-158274,11/19/2014,RM-19675,Home Office,Technology,Phones,149.95,5,"41.986,00"
CA-2014-158274,11/19/2014,RM-19675,Home Office,Technology,Accessories,"29,00",2,7.25
CA-2016-105018,11/28/2016,SK-19990,Consumer,Office Supplies,Binders,7.16,2,"901.480,00"
CA-2014-123260,8/26/2014,FM-14290,Home Office,Technology,Accessories,176.8,8,"22.984,00"
CA-2016-157000,7/16/2016,AM-10360,Corporate,Office Supplies,Storage,"37.224,00",3,"1.944.613,00"
CA-2016-157000,7/16/2016,AM-10360,Corporate,Office Supplies,Paper,"20.016,00",3,"6.255,00"
CA-2015-102281,10/12/2015,MP-17470,Home Office,Furniture,Bookcases,"899.136,00",4,"112.392,00"
CA-2015-102281,10/12/2015,MP-17470,Home Office,Technology,Phones,71.76,6,"200.928,00"
CA-2015-102281,10/12/2015,MP-17470,Home Office,Office Supplies,Paper,51.84,8,"248.832,00"
CA-2015-102281,10/12/2015,MP-17470,Home Office,Furniture,Bookcases,"626.352,00",3,"469.764,00"
CA-2015-102281,10/12/2015,MP-17470,Home Office,Office Supplies,Art,"44.458,00",5,"6.567,00"
CA-2015-131457,10/31/2015,MZ-17515,Corporate,Office Supplies,Envelopes,14.28,7,"1.905.258,00"
CA-2014-140004,3/21/2014,CB-12025,Consumer,Office Supplies,Art,"7.408,00",2,"50.406,00"
CA-2014-140004,3/21/2014,CB-12025,Consumer,Office Supplies,Art,"6.048,00",3,"1.452.206,00"
CA-2017-107720,11/6/2017,VM-21685,Home Office,Office Supplies,Storage,46.26,3,"-592.817,00"
US-2017-124303,7/6/2017,FH-14365,Corporate,Office Supplies,Binders,"2.946,00",2,"-22.586,00"
US-2017-124303,7/6/2017,FH-14365,Corporate,Office Supplies,Paper,"16.056,00",3,"2.302.245,00"
CA-2017-105074,6/24/2017,MB-17305,Consumer,Office Supplies,Paper,"21.744,00",3,"6.795,00"
CA-2014-133690,8/3/2014,BS-11755,Consumer,Furniture,Tables,218.75,2,"-161.875,00"
CA-2014-133690,8/3/2014,BS-11755,Consumer,Office Supplies,Appliances,"44.349,00",1,"2.925,00"
US-2017-116701,12/17/2017,LC-17140,Consumer,Office Supplies,Appliances,"66.284,00",2,"-1.789.668,00"
CA-2017-126382,6/3/2017,HK-14890,Corporate,Furniture,Furnishings,"35.168,00",7,"1.757.792,00"
CA-2017-108329,12/9/2017,LE-16810,Consumer,Technology,Phones,"444.768,00",4,"444.768,00"
CA-2017-135860,12/1/2017,JH-15985,Consumer,Office Supplies,Storage,83.92,4,"2.499.842,00"
CA-2017-135860,12/1/2017,JH-15985,Consumer,Technology,Phones,131.98,2,"356.346,00"
CA-2017-135860,12/1/2017,JH-15985,Consumer,Office Supplies,Binders,15.92,4,"1.068.153,00"
CA-2017-135860,12/1/2017,JH-15985,Consumer,Office Supplies,Fasteners,52.29,9,"162.099,00"
CA-2017-135860,12/1/2017,JH-15985,Consumer,Office Supplies,Storage,91.99,1,"1.788.289,00"
CA-2015-101007,2/9/2015,MS-17980,Corporate,Technology,Accessories,"44.428,00",2,"44.322,00"
CA-2015-146262,1/2/2015,VW-21775,Corporate,Office Supplies,Labels,23.68,2,8.88
CA-2015-146262,1/2/2015,VW-21775,Corporate,Furniture,Bookcases,452.45,5,"-244.323,00"
CA-2015-146262,1/2/2015,VW-21775,Corporate,Technology,Phones,"62.982,00",3,"-146.958,00"
CA-2015-146262,1/2/2015,VW-21775,Corporate,Technology,Machines,"1.188,00",9,-950.4
CA-2015-146262,1/2/2015,VW-21775,Corporate,Technology,Accessories,"89.584,00",2,"1.056.374,00"
CA-2016-130162,10/28/2016,JH-15910,Consumer,Office Supplies,Storage,93.06,6,"260.568,00"
CA-2016-130162,10/28/2016,JH-15910,Consumer,Technology,Phones,"302.376,00",3,"226.782,00"
CA-2015-169397,12/24/2015,JB-15925,Consumer,Office Supplies,Fasteners,"5.584,00",2,"2.282.037,00"
CA-2015-169397,12/24/2015,JB-15925,Consumer,Office Supplies,Paper,"22.704,00",6,"147.041,00"
CA-2015-169397,12/24/2015,JB-15925,Consumer,Office Supplies,Binders,"19.776,00",4,"-138.432,00"
CA-2015-169397,12/24/2015,JB-15925,Consumer,Furniture,Furnishings,"72.704,00",4,"190.848,00"
CA-2015-169397,12/24/2015,JB-15925,Consumer,Technology,Machines,"479.988,00",4,"-3.839.904,00"
CA-2015-169397,12/24/2015,JB-15925,Consumer,Office Supplies,Art,"27.168,00",2,"1.924.130,00"
CA-2015-163055,8/9/2015,DS-13180,Corporate,Office Supplies,Art,"44.229,00",1,"968,00"
CA-2015-163055,8/9/2015,DS-13180,Corporate,Furniture,Tables,622.45,5,"136.939,00"
CA-2015-163055,8/9/2015,DS-13180,Corporate,Office Supplies,Storage,21.98,1,"2.198,00"
US-2015-145436,2/28/2015,VD-21670,Consumer,Furniture,Chairs,"161.568,00",2,"-282.744,00"
US-2015-145436,2/28/2015,VD-21670,Consumer,Furniture,Chairs,"389.696,00",8,"438.408,00"
US-2014-156216,9/13/2014,EA-14035,Corporate,Office Supplies,Binders,"18.648,00",7,"-12.432,00"
US-2017-100930,4/7/2017,CS-12400,Home Office,Furniture,Tables,233.86,2,"-102.048,00"
US-2017-100930,4/7/2017,CS-12400,Home Office,Furniture,Tables,"6.206.145,00",3,"-2.482.458,00"
US-2017-100930,4/7/2017,CS-12400,Home Office,Office Supplies,Binders,"5.328,00",2,"-3.552,00"
US-2017-100930,4/7/2017,CS-12400,Home Office,Furniture,Furnishings,"258.072,00",3,"0,00"
US-2017-100930,4/7/2017,CS-12400,Home Office,Technology,Accessories,"617.976,00",3,"-77.247,00"
CA-2017-160514,11/12/2017,DB-13120,Corporate,Office Supplies,Paper,10.56,2,"4.752,00"
CA-2016-157749,6/4/2016,KL-16645,Consumer,Office Supplies,Paper,25.92,5,"9.396,00"
CA-2016-157749,6/4/2016,KL-16645,Consumer,Furniture,Furnishings,419.68,5,"-356.728,00"
CA-2016-157749,6/4/2016,KL-16645,Consumer,Furniture,Furnishings,"11.688,00",3,"-46.752,00"
CA-2016-157749,6/4/2016,KL-16645,Consumer,Technology,Phones,"31.984,00",2,"16.377,00"
CA-2016-157749,6/4/2016,KL-16645,Consumer,Furniture,Tables,"177.225,00",5,"-120.513,00"
CA-2016-157749,6/4/2016,KL-16645,Consumer,Furniture,Furnishings,"4.044,00",3,"-28.308,00"
CA-2016-157749,6/4/2016,KL-16645,Consumer,Office Supplies,Art,"7.408,00",2,"50.406,00"
CA-2014-131926,6/1/2014,DW-13480,Home Office,Furniture,Chairs,2001.86,7,"5.805.394,00"
CA-2014-131926,6/1/2014,DW-13480,Home Office,Office Supplies,Storage,166.72,2,41.68
CA-2014-131926,6/1/2014,DW-13480,Home Office,Office Supplies,Paper,47.88,6,23.94
CA-2014-131926,6/1/2014,DW-13480,Home Office,Office Supplies,Appliances,1503.25,5,"4.960.725,00"
CA-2014-131926,6/1/2014,DW-13480,Home Office,Office Supplies,Paper,25.92,4,"919.287,00"
CA-2016-154739,12/10/2016,LH-17155,Consumer,Furniture,Chairs,"321.568,00",2,"281.372,00"
CA-2016-145625,9/11/2016,KC-16540,Consumer,Office Supplies,Paper,7.61,1,"1.412.454,00"
CA-2016-145625,9/11/2016,KC-16540,Consumer,Technology,Accessories,3347.37,13,"6.360.003,00"
CA-2016-146941,12/10/2016,DL-13315,Consumer,Office Supplies,Storage,80.58,6,"225.624,00"
CA-2016-146941,12/10/2016,DL-13315,Consumer,Office Supplies,Envelopes,361.92,4,"162.864,00"
US-2015-159982,11/28/2015,DR-12880,Corporate,Furniture,Furnishings,"12.132,00",9,"-84.924,00"
US-2015-159982,11/28/2015,DR-12880,Corporate,Office Supplies,Storage,"82.368,00",2,"-195.624,00"
US-2015-159982,11/28/2015,DR-12880,Corporate,Office Supplies,Storage,53.92,5,"4.044,00"
US-2015-159982,11/28/2015,DR-12880,Corporate,Technology,Phones,"647.904,00",6,"566.916,00"
CA-2017-163139,12/1/2017,CC-12670,Consumer,Technology,Accessories,20.37,3,"2.687.608,00"
CA-2017-163139,12/1/2017,CC-12670,Consumer,Office Supplies,Storage,221.55,3,"1.667.486,00"
CA-2017-163139,12/1/2017,CC-12670,Consumer,Office Supplies,Binders,17.52,5,"6.132,00"
